"unique_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","x_dif","SD_1","SD_2","t","F","d","d_var","corr","special_cases_measures","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","dependent_measure_2","dependent_measure_2_x_diff","dependent_measure_2_SD_1","dependent_measure_2_SD_2","n_excluded_fussers","n_excluded_non_criterion","exclusion_criteria","test_lang","contrast_pseudoIPA","contrast_sampa","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","stimuli_notes","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","frequency_1","frequency_2","frequency_source","object_type","object_no","object_motion_word_coordination","object_motion","method_notes","results_extra","MSDapprox","general_notes","same_infant_dich","corr_imputed","r","SD_dif","d_calc","d_var_calc","g_calc","r_calc","dataset","short_name","mean_age","n"
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","yes","Alex Cristia",2,NA,35,"eye-tracking","habituation","central fixation","looking_time","within_two","Japanese","typical",NA,NA,17,NA,309,NA,NA,NA,2.197,3.002,4.247,1.857,NA,NA,NA,0.127906149,NA,30.42,NA,5,NA,NA,NA,NA,NA,NA,NA,3,0,"fussiness, exp err","native","mana-ma:na","mana-ma:na","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 215.046; max.f0: NA; range.f0: NA; pitch.contour: bell; other: there were 18 tokens of ma:na, which were then artificially shortened to make the mana tokens by removing on average 106 ms of vowel; NOTICE that duration is for the 'ma' syllable, not just the vowel; pitch averages across the averages given for both syll; voice: female; IDS: yes; naturalness: natural_processed; ISI: 1103.954; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",NA,NA,NA,NA,343.006,449.086,133.12,239.2,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.598","no",";CI of the difference reported; all same stats provided for pre vs posttest","no",0.127906149,NA,NA,0.59740567446776,0.120907786093909,0.568957785207391,0.286207407220301,"Phonemic discrimination (native)","inphondb-native",309,17
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","yes","Alex Cristia",2,NA,36,"eye-tracking","habituation","central fixation","looking_time","within_two","Japanese","typical",NA,NA,16,NA,309,NA,NA,NA,1.749,2.99,3.019,1.794,NA,NA,NA,0.1571412338,NA,30.42,NA,5,NA,NA,NA,NA,NA,NA,NA,3,0,"fussiness, exp err","native","ma:na-mana","ma:na-mana","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 215.046; max.f0: NA; range.f0: NA; pitch.contour: bell; other: there were 18 tokens of ma:na, which were then artificially shortened to make the mana tokens by removing on average 106 ms of vowel; NOTICE that duration is for the 'ma' syllable, not just the vowel; pitch averages across the averages given for both syll; voice: female; IDS: yes; naturalness: natural_processed; ISI: 1103.954; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",NA,NA,NA,NA,449.086,343.006,239.2,133.12,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.583","no",";CI of the difference reported; all same stats provided for pre vs posttest","no",0.1571412338,NA,NA,0.582120030692088,0.123208237368112,0.552520707097575,0.279463142508367,"Phonemic discrimination (native)","inphondb-native",309,16
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","yes","Alex Cristia",3,NA,37,"eye-tracking","habituation","central fixation","looking_time","within_two","Japanese","typical",NA,NA,17,NA,244,NA,NA,NA,0.234,3.588,2.796,0.454,NA,NA,NA,0.8057339447,NA,30.42,NA,0.5,NA,NA,NA,NA,NA,NA,NA,3,0,"fussiness, exp err","native","mana-ma:na","mana-ma:na","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 215.046; max.f0: NA; range.f0: NA; pitch.contour: bell; other: there were 18 tokens of ma:na, which were then artificially shortened to make the mana tokens by removing on average 106 ms of vowel; NOTICE that duration is for the 'ma' syllable, not just the vowel; pitch averages across the averages given for both syll; voice: female; IDS: yes; naturalness: natural_processed; ISI: 1103.954; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",NA,NA,NA,NA,343.006,449.086,133.12,239.2,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.07","no",";CI of the difference reported; all same stats provided for pre vs posttest","no",0.8057339447,NA,NA,0.0727505593527897,0.0229153112735217,0.0692862470026569,0.0363512383564699,"Phonemic discrimination (native)","inphondb-native",244,17
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","yes","Alex Cristia",3,NA,38,"eye-tracking","habituation","central fixation","looking_time","within_two","Japanese","typical",NA,NA,16,NA,244,NA,NA,NA,0.773,1.873,2.941,1.03,NA,NA,NA,0.2854914849,NA,30.42,NA,0.5,NA,NA,NA,NA,NA,NA,NA,3,0,"fussiness, exp err","native","ma:na-mana","ma:na-mana","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 215.046; max.f0: NA; range.f0: NA; pitch.contour: bell; other: there were 18 tokens of ma:na, which were then artificially shortened to make the mana tokens by removing on average 106 ms of vowel; NOTICE that duration is for the 'ma' syllable, not just the vowel; pitch averages across the averages given for both syll; voice: female; IDS: yes; naturalness: natural_processed; ISI: 1103.954; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",NA,NA,NA,NA,449.086,343.006,239.2,133.12,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.314","no",";CI of the difference reported; all same stats provided for pre vs posttest","no",0.2854914849,NA,NA,0.313523708772972,0.0937031972853227,0.297581825276041,0.154870488309541,"Phonemic discrimination (native)","inphondb-native",244,16
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","yes","Alex Cristia",4,NA,39,"eye-tracking","habituation","central fixation","looking_time","within_two","Japanese","typical",NA,NA,17,NA,246,NA,NA,NA,0.801,2.172,2.369,0.864,NA,NA,NA,-0.4133801523,NA,30.42,NA,7,NA,NA,NA,NA,NA,NA,NA,4.5,0,"fussiness, exp err","native","mana-ma:na","mana-ma:na","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 222.93175; max.f0: NA; range.f0: NA; pitch.contour: bell; other: there were the same  18 tokens of ma:na plus 20 new mana tokens; NOTICE that duration is for the 'ma' syllable, not just the vowel and pitch averages across the values given for each syllable; voice: female; IDS: yes; naturalness: natural; ISI: 1124.524; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",NA,NA,NA,NA,301.866,449.086,133.7,239.2,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.353","no",";CI of the difference reported; all same stats provided for pre vs posttest","no",-0.4133801523,NA,NA,0.35245421899492,0.176608000435703,0.335670684757066,0.173552787014987,"Phonemic discrimination (native)","inphondb-native",246,17
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","yes","Alex Cristia",4,NA,40,"eye-tracking","habituation","central fixation","looking_time","within_two","Japanese","typical",NA,NA,16,NA,246,NA,NA,NA,0.707,1.7368,2.761,1.091,NA,NA,NA,0.4095841911,NA,30.42,NA,7,NA,NA,NA,NA,NA,NA,NA,4.5,0,"fussiness, exp err","native","ma:na-mana","ma:na-mana","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 222.93175; max.f0: NA; range.f0: NA; pitch.contour: bell; other: there were the same  18 tokens of ma:na plus 20 new mana tokens; NOTICE that duration is for the 'ma' syllable, not just the vowel and pitch averages across the values given for each syllable; voice: female; IDS: yes; naturalness: natural; ISI: 1124.524; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",NA,NA,NA,NA,449.086,301.866,239.2,133.7,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.307","no",";CI of the difference reported; all same stats provided for pre vs posttest","no",0.4095841911,NA,NA,0.306529204675125,0.0772691986078792,0.290942973928932,0.151495611591243,"Phonemic discrimination (native)","inphondb-native",246,16
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","yes","Alex Cristia",5,NA,41,"eye-tracking","habituation","central fixation","looking_time","within_two","Japanese","typical",NA,NA,24,NA,140,NA,NA,NA,0.959,2.97,2.574,2.255,NA,NA,NA,0.7262613131,NA,27.378,NA,11,NA,NA,NA,NA,NA,NA,NA,9.5,0,"fussiness, exp err","native","mana-mina_","mana-mina_","not_looked_up",1,0,2,0,0,0,0,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 277.7315; max.f0: NA; range.f0: NA; pitch.contour: bell; other: an additional 10 mina tokens were recorded and judging from the averages it looks like mana was also re-recorded; NOTICE that duration is for the 'ma' syllable, not just the vowel and pitch is averaged across the values given for each syllable; voice: female; IDS: yes; naturalness: natural_processed; ISI: 1195.3035; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",631,1267,297,2320,310.213,299.18,117.783,108.83,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.346","no",";CI of the difference reported; all same stats provided for pre vs posttest","no",0.7262613131,NA,NA,0.345080408779825,0.0241697629318281,0.333704131567303,0.170027889720601,"Phonemic discrimination (native)","inphondb-native",140,24
"Pons2012","Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.","Pons, Albareda-Castellot, & Sebastian-Galles (2012)","yes","Sho Tsuji",1,NA,42,"eye-tracking","habituation","central fixation","looking_time","within_two","Spanish","typical",NA,NA,12,NA,124,NA,NA,NA,1.65,2.25166605,2.25166605,NA,NA,NA,NA,0.61,NA,31,NA,5,NA,NA,NA,NA,NA,NA,NA,3.5,1,"crying, fussiness, exp error, eq error,criterion","native","bel-bil","bel-bil","not_looked_up",0,0,1,0,0,0,0,"comments_F: average (of 10 hab & test stimuli); range available; F1/F2/F3.1:  652/2423/3167; F1/F2/F3.2: 365/2615/3199; min.f0: NA; average.f0: 263; max.f0: NA; range.f0: 190.5; pitch.contour: NA; other: 10 tokens per vowel; voice: female; IDS: yes; naturalness: natural; ISI: 1000; SOA: NA; ambient.noise: NA; snr: 70; differ.in: ",652,2423,365,2615,0.85,0.86,NA,NA,"0.2866666667","0.1666666667","manuscript","",0,"","","fam.length:NA;habituation.criterion:40;proportion.same.change:0.5;max.trial.duration:14000;nb.tokens.trial:5;visual.stim:static bw checkerboard;size.in:18.4390889145858;dist.from.child.in:29.5;side.degrees:NA;CF.longest.first:longest;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:24;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:2, same-switch, counterbalances;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","yes","; the stimuli differed in frequency for spanish and catalan learning infants: I more frequent for c, e for spanish","no",0.61,NA,NA,0.73279072622692,0.0824519230744357,0.681665791838995,0.344030086393304,"Phonemic discrimination (native)","inphondb-native",124,12
"Pons2012","Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.","Pons, Albareda-Castellot, & Sebastian-Galles (2012)","yes","Sho Tsuji",1,NA,43,"eye-tracking","habituation","central fixation","looking_time","within_two","Catalan","typical",NA,NA,12,NA,120,NA,NA,NA,2.3,1.766691824,2.182384018,NA,NA,NA,NA,0.303,NA,34,NA,2.5,NA,NA,NA,NA,NA,NA,NA,1.5,1,"crying, fussiness, exp error, eq error,criterion","native","bel-bil","bel-bil","not_looked_up",0,0,1,0,0,0,0,"comments_F: average (of 10 hab & test stimuli); range available; F1/F2/F3.1:  652/2423/3167; F1/F2/F3.2:  367/2645/3206; min.f0: NA; average.f0: 263; max.f0: NA; range.f0: 190.5; pitch.contour: NA; other: 10 tokens per vowel; voice: female; IDS: yes; naturalness: natural; ISI: 1000; SOA: NA; ambient.noise: NA; snr: 70; differ.in: ",652,2423,367,2645,0.85,0.86,NA,NA,"0.05","0.14","manuscript","",0,"","","fam.length:NA;habituation.criterion:40;proportion.same.change:0.5;max.trial.duration:14000;nb.tokens.trial:5;visual.stim:static bw checkerboard;size.in:18.4390889145858;dist.from.child.in:29.5;side.degrees:NA;CF.longest.first:longest;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:24;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:2, same-switch, counterbalances;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","yes","; the stimuli differed in frequency for spanish and catalan learning infants: I more frequent for c, e for spanish","no",0.303,NA,NA,1.15842927977522,0.194112083514971,1.07760863234904,0.50120947830041,"Phonemic discrimination (native)","inphondb-native",120,12
"Pons2012","Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.","Pons, Albareda-Castellot, & Sebastian-Galles (2012)","yes","Sho Tsuji",1,NA,44,"eye-tracking","habituation","central fixation","looking_time","within_two","Spanish","typical",NA,NA,12,NA,124,NA,NA,NA,-0.4,2.009178937,2.286307066,NA,NA,NA,NA,0.622,NA,31,NA,5,NA,NA,NA,NA,NA,NA,NA,3.5,1,"crying, fussiness, exp error, eq error,criterion","native","bil-bel","bil-bel","not_looked_up",0,0,1,0,0,0,0,"comments_F: average (of 10 hab & test stimuli); range available; F1/F2/F3.1:  367/2645/3206; F1/F2/F3.2:  652/2423/3167; min.f0: NA; average.f0: 263; max.f0: NA; range.f0: 190.5; pitch.contour: NA; other: 10 tokens per vowel; voice: female; IDS: yes; naturalness: natural; ISI: 1000; SOA: NA; ambient.noise: NA; snr: 70; differ.in: ",367,2645,652,2423,0.86,0.85,NA,NA,"0.1666666667","0.2866666667","manuscript","",0,"","","fam.length:NA;habituation.criterion:40;proportion.same.change:0.5;max.trial.duration:14000;nb.tokens.trial:5;visual.stim:static bw checkerboard;size.in:18.4390889145858;dist.from.child.in:29.5;side.degrees:NA;CF.longest.first:longest;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:24;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:2, same-switch, counterbalances;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","yes","; the stimuli differed in frequency for spanish and catalan learning infants: I more frequent for c, e for spanish","no",0.622,NA,NA,-0.185855627656544,0.0640880829014456,-0.172888955959575,-0.0925291512701159,"Phonemic discrimination (native)","inphondb-native",124,12
"Pons2012","Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.","Pons, Albareda-Castellot, & Sebastian-Galles (2012)","yes","Sho Tsuji",1,NA,45,"eye-tracking","habituation","central fixation","looking_time","within_two","Catalan","typical",NA,NA,12,NA,120,NA,NA,NA,-0.03,1.870614872,2.043819953,NA,NA,NA,NA,0.521,NA,34,NA,2.5,NA,NA,NA,NA,NA,NA,NA,1.5,1,"crying, fussiness, exp error, eq error,criterion","native","bil-bel","bil-bel","not_looked_up",0,0,1,0,0,0,0,"comments_F: average (of 10 hab & test stimuli); range available; F1/F2/F3.1:  367/2645/3206; F1/F2/F3.2:  652/2423/3167; min.f0: NA; average.f0: 263; max.f0: NA; range.f0: 190.5; pitch.contour: NA; other: 10 tokens per vowel; voice: female; IDS: yes; naturalness: natural; ISI: 1000; SOA: NA; ambient.noise: NA; snr: 70; differ.in: ",367,2645,652,2423,0.86,0.85,NA,NA,"0.14","0.05","manuscript","",0,"","","fam.length:NA;habituation.criterion:40;proportion.same.change:0.5;max.trial.duration:14000;nb.tokens.trial:5;visual.stim:static bw checkerboard;size.in:18.4390889145858;dist.from.child.in:29.5;side.degrees:NA;CF.longest.first:longest;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:24;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:2, same-switch, counterbalances;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","yes","; the stimuli differed in frequency for spanish and catalan learning infants: I more frequent for c, e for spanish","no",0.521,NA,NA,-0.0153129002744471,0.0798426931895164,-0.0142445583948345,-0.00765622573183242,"Phonemic discrimination (native)","inphondb-native",120,12
"Pons2012","Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.","Pons, Albareda-Castellot, & Sebastian-Galles (2012)","yes","Sho Tsuji",2,NA,46,"eye-tracking","habituation","central fixation","looking_time","within_two","Spanish","typical",NA,NA,12,NA,185,NA,NA,NA,0.91,1.524204711,1.835973856,NA,NA,NA,NA,0.543,NA,36,NA,4,NA,NA,NA,NA,NA,NA,NA,2.5,0.5,"crying, fussiness, exp error, eq error,criterion","native","bel-bil","bel-bil","not_looked_up",0,0,1,0,0,0,0,"comments_F: average (of 10 hab & test stimuli); range available; F1/F2/F3.1:  652/2423/3167; F1/F2/F3.2:  367/2645/3206; min.f0: NA; average.f0: 263; max.f0: NA; range.f0: 190.5; pitch.contour: NA; other: 10 tokens per vowel; voice: female; IDS: yes; naturalness: natural; ISI: 1000; SOA: NA; ambient.noise: NA; snr: 70; differ.in: ",652,2423,367,2645,0.85,0.86,NA,NA,"0.2866666667","0.1666666667","manuscript","",0,"","","fam.length:NA;habituation.criterion:40;proportion.same.change:0.5;max.trial.duration:14000;nb.tokens.trial:5;visual.stim:static bw checkerboard;size.in:18.4390889145858;dist.from.child.in:29.5;side.degrees:NA;CF.longest.first:longest;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:24;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:2, same-switch, counterbalances;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","yes","; the stimuli differed in frequency for spanish and catalan learning infants: I more frequent for c, e for spanish","no",0.543,NA,NA,0.539321406825412,0.0872438736663404,0.501694331930616,0.260360503483281,"Phonemic discrimination (native)","inphondb-native",185,12
"Pons2012","Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.","Pons, Albareda-Castellot, & Sebastian-Galles (2012)","yes","Sho Tsuji",2,NA,47,"eye-tracking","habituation","central fixation","looking_time","within_two","Catalan","typical",NA,NA,12,NA,182,NA,NA,NA,1.54,1.766691824,2.459512147,NA,NA,NA,NA,0.707,NA,33,NA,2.5,NA,NA,NA,NA,NA,NA,NA,2,0.5,"crying, fussiness, exp error, eq error,criterion","native","bel-bil","bel-bil","not_looked_up",0,0,1,0,0,0,0,"comments_F: average (of 10 hab & test stimuli); range available; F1/F2/F3.1:  652/2423/3167; F1/F2/F3.2:  367/2645/3206; min.f0: NA; average.f0: 263; max.f0: NA; range.f0: 190.5; pitch.contour: NA; other: 10 tokens per vowel; voice: female; IDS: yes; naturalness: natural; ISI: 1000; SOA: NA; ambient.noise: NA; snr: 70; differ.in: ",652,2423,367,2645,0.85,0.86,NA,NA,"0.05","0.14","manuscript","",0,"","","fam.length:NA;habituation.criterion:40;proportion.same.change:0.5;max.trial.duration:14000;nb.tokens.trial:5;visual.stim:static bw checkerboard;size.in:18.4390889145858;dist.from.child.in:29.5;side.degrees:NA;CF.longest.first:longest;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:24;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:2, same-switch, counterbalances;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","yes","; the stimuli differed in frequency for spanish and catalan learning infants: I more frequent for c, e for spanish","no",0.707,NA,NA,0.719186586685032,0.0614623498762522,0.669010778311658,0.338380640757009,"Phonemic discrimination (native)","inphondb-native",182,12
"Pons2012","Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.","Pons, Albareda-Castellot, & Sebastian-Galles (2012)","yes","Sho Tsuji",2,NA,48,"eye-tracking","habituation","central fixation","looking_time","within_two","Spanish","typical",NA,NA,12,NA,185,NA,NA,NA,0.2,1.420281662,1.766691824,NA,NA,NA,NA,0.29,NA,36,NA,4,NA,NA,NA,NA,NA,NA,NA,2.5,0.5,"crying, fussiness, exp error, eq error,criterion","native","bil-bel","bil-bel","not_looked_up",0,0,1,0,0,0,0,"comments_F: average (of 10 hab & test stimuli); range available; F1/F2/F3.1:  367/2645/3206; F1/F2/F3.2:  652/2423/3167; min.f0: NA; average.f0: 263; max.f0: NA; range.f0: 190.5; pitch.contour: NA; other: 10 tokens per vowel; voice: female; IDS: yes; naturalness: natural; ISI: 1000; SOA: NA; ambient.noise: NA; snr: 70; differ.in: ",367,2645,652,2423,0.86,0.85,NA,NA,"0.1666666667","0.2866666667","manuscript","",0,"","","fam.length:NA;habituation.criterion:40;proportion.same.change:0.5;max.trial.duration:14000;nb.tokens.trial:5;visual.stim:static bw checkerboard;size.in:18.4390889145858;dist.from.child.in:29.5;side.degrees:NA;CF.longest.first:longest;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:24;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:2, same-switch, counterbalances;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","yes","; the stimuli differed in frequency for spanish and catalan learning infants: I more frequent for c, e for spanish","no",0.29,NA,NA,0.124775994205234,0.119254502049853,0.116070692283939,0.0622669351709139,"Phonemic discrimination (native)","inphondb-native",185,12
