"unique_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","x_dif","SD_1","SD_2","t","F","d","d_var","corr","special_cases_measures","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","dependent_measure_2","dependent_measure_2_x_diff","dependent_measure_2_SD_1","dependent_measure_2_SD_2","n_excluded_fussers","n_excluded_non_criterion","exclusion_criteria","test_lang","contrast_pseudoIPA","contrast_sampa","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","stimuli_notes","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","frequency_1","frequency_2","frequency_source","object_type","object_no","object_motion_word_coordination","object_motion","method_notes","results_extra","MSDapprox","general_notes","same_infant_dich","corr_imputed","r","SD_dif","d_calc","d_var_calc","g_calc","r_calc","dataset","short_name","mean_age","n"
"Trehub1976","Trehub, S. E. (1976).The Discrimination of Foreign Speech Contrasts by Infants and Adults. Child Development 47(2), 466-472.","Trehub (1976)","yes","Sho Tsuji",1,NA,9,"behavior","habituation","high-amplitude sucking","sucking_time","between","English","typical","experimental","control",10,10,73.5,73.5,NA,NA,NA,NA,NA,NA,5.25,NA,NA,NA,NA,77,77,8.25,8.25,NA,NA,NA,NA,NA,NA,4,7.5,"fussiness, sleeping, criterion, eq error","nonnative","pa-paÌ_","pa-pa~_","French",1,0,0,1,0,0,0,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: male; .5s sound+.5s silence; matched visually on intensity contour and duration; 6 french native speakers okayed the stimuli; played at 62 dB (noise at infant's head was 38dB); voice: male; IDS: no; naturalness: synthetic; ISI: 500; SOA: NA; ambient.noise: 38; snr: 24; differ.in: ",678,1200,692,987,500,500,500,500,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:33;proportion.same.change:NA;max.trial.duration:NA;nb.tokens.trial:NA;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","individual data was sucks converted to percentage of baseline;figures could be used to estimate means","no",0.22,NA,NA,1.02469507659596,0.22625,0.983707273532122,0.455983324343345,"Phonemic discrimination (non-native)","inphondb-nonnative",73.5,10
"Mugitani2009","Mugitani, R., Pons, F., Fais, L., Dietrich, C., Werker, J. F., & Amano, S. (2009). Perception of vowel length by Japanese- and English-learning infants. Developmental psychology, 45(1), 236-247. ","Mugitani, Pons, Fais, Dietrich, Werker, & Amano (2009)","yes","Alex Cristia",1,NA,17,"eye-tracking","habituation","central fixation","looking_time","within_two","English","typical",NA,NA,8,NA,541.14,NA,NA,NA,2.11,3.818376618,2.2627417,NA,NA,NA,NA,NA,NA,25.42,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,"fussiness, criterion","nonnative","ta:ku-taku","ta:ku-taku","not_looked_up",0,0,0,0,0,0,1,"comments_F: several tokens recorded, 5 were selected and then manipulated to create a long (200 ms) and short (100 ms) vowel duration; the duration of the whole words was not reported; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: the originals were spoken in English, then the vowel lengthened/reduced to the desired length; voice: female; IDS: yes; naturalness: natural_processed; ISI: 1000; SOA: NA; ambient.noise: NA; snr: 65; differ.in: diphthonguization",NA,NA,NA,NA,NA,NA,200,100,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:14000;nb.tokens.trial:5;visual.stim:red & black checkerboard;size.in:27;dist.from.child.in:46;side.degrees:NA;CF.longest.first:longest;CF.window.size:3;CF.min.hab:9;CF.max.hab:27;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 of each kind;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: 0.75; partial.eta.squared: NA; d: NA","no","author_provided","no",0.35,NA,NA,0.672301902247813,0.19922417513099,0.597601690886945,0.318630435699689,"Phonemic discrimination (non-native)","inphondb-nonnative",541.14,8
"Mugitani2009","Mugitani, R., Pons, F., Fais, L., Dietrich, C., Werker, J. F., & Amano, S. (2009). Perception of vowel length by Japanese- and English-learning infants. Developmental psychology, 45(1), 236-247. ","Mugitani, Pons, Fais, Dietrich, Werker, & Amano (2009)","yes","Alex Cristia",1,NA,18,"eye-tracking","habituation","central fixation","looking_time","within_two","English","typical",NA,NA,8,NA,541.14,NA,NA,NA,3.54,1.753624817,2.517300141,NA,NA,NA,NA,NA,NA,25.42,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,"fussiness, criterion","nonnative","taku-ta:ku","taku-ta:ku","not_looked_up",0,0,0,0,0,0,1,"comments_F: several tokens recorded, 5 were selected and then manipulated to create a long (200 ms) and short (100 ms) vowel duration; the duration of the whole words was not reported; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: the originals were spoken in English, then the vowel lengthened/reduced to the desired length; voice: female; IDS: yes; naturalness: natural_processed; ISI: 1000; SOA: NA; ambient.noise: NA; snr: 65; differ.in: diphthonguization",NA,NA,NA,NA,NA,NA,100,200,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:14000;nb.tokens.trial:5;visual.stim:red & black checkerboard;size.in:27;dist.from.child.in:46;side.degrees:NA;CF.longest.first:longest;CF.window.size:3;CF.min.hab:9;CF.max.hab:27;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 of each kind;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: 0.875; partial.eta.squared: NA; d: NA","no","author_provided","no",0.12,NA,NA,1.63183897119589,0.512918827070502,1.4505235299519,0.63218720859323,"Phonemic discrimination (non-native)","inphondb-nonnative",541.14,8
"Polka 1994","Polka, L., & Werker, J. F. (1994). Developmental changes in perception of nonnative vowel contrasts. Journal of experimental psychology: Human perception and performance, 20(2), 421-435. ","Polka & Werker (1994)  ","yes","Sho Tsuji",2,NA,55,"eye-tracking","habituation","central fixation","looking_time","within_two","English","typical",NA,NA,12,NA,135.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.42,NA,8.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observer agreement, criterion, fussiness, eq error","nonnative","dut-dyt_","du:t-dy:t_","German",1,2,0,0,0,0,0,"comments_F: rangeover 6 tokens,  for F2 only; F1/F2/F3.1: F2  742-1170; F1/F2/F3.2: F2 1658-1739; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: NA; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 69; differ.in: ",NA,956,NA,1698.5,NA,NA,187.7,187.7,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:50;proportion.same.change:0.5;max.trial.duration:NA;nb.tokens.trial:6;visual.stim:black-white static checkerboard;size.in:13;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:last.hab&change;CF.ntest:4;CF.testDetails:4: two switch, two same in that order;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","graph with means for CHT + VH part CF.recovery, but no error bars","no",0.59,NA,NA,NA,NA,NA,NA,"Phonemic discrimination (non-native)","inphondb-nonnative",135.68,12
"Polka 1994","Polka, L., & Werker, J. F. (1994). Developmental changes in perception of nonnative vowel contrasts. Journal of experimental psychology: Human perception and performance, 20(2), 421-435. ","Polka & Werker (1994)  ","yes","Sho Tsuji",2,NA,56,"eye-tracking","habituation","central fixation","looking_time","within_two","English","typical",NA,NA,12,NA,135.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.42,NA,8.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observer agreement, criterion, fussiness, eq error","nonnative","dÊt-dÊt_","dUt-dYt_","German",1,2,0,0,0,0,0,"comments_F: rangeover 6 tokens,  for F2 only; F1/F2/F3.1: F2  1099-1353; F1/F2/F3.2: F2 1566-1658; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: NA; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 69; differ.in: ",NA,1226,NA,1612,NA,NA,90.75,90.75,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:50;proportion.same.change:0.5;max.trial.duration:NA;nb.tokens.trial:6;visual.stim:black-white static checkerboard;size.in:13;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:last.hab&change;CF.ntest:4;CF.testDetails:4: two switch, two same in that order;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","graph with means for CHT + VH part CF.recovery, but no error bars","no",0.12,NA,NA,NA,NA,NA,NA,"Phonemic discrimination (non-native)","inphondb-nonnative",135.68,12
"Polka 1994","Polka, L., & Werker, J. F. (1994). Developmental changes in perception of nonnative vowel contrasts. Journal of experimental psychology: Human perception and performance, 20(2), 421-435. ","Polka & Werker (1994)  ","yes","Sho Tsuji",2,NA,58,"eye-tracking","habituation","central fixation","looking_time","within_two","English","typical",NA,NA,12,NA,198.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.84,NA,3.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observer agreement, criterion, fussiness, eq error","nonnative","dut-dyt_","du:t-dy:t_","German",1,2,0,0,0,0,0,"comments_F: rangeover 6 tokens,  for F2 only; F1/F2/F3.1: F2  742-1170; F1/F2/F3.2: F2 1658-1739; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: NA; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 69; differ.in: ",NA,956,NA,1698.5,NA,NA,187.7,187.7,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:50;proportion.same.change:0.5;max.trial.duration:NA;nb.tokens.trial:6;visual.stim:black-white static checkerboard;size.in:13;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:last.hab&change;CF.ntest:4;CF.testDetails:4: two switch, two same in that order;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","graph with means for CHT + VH part CF.recovery, but no error bars","no",0.12,NA,NA,NA,NA,NA,NA,"Phonemic discrimination (non-native)","inphondb-nonnative",198.52,12
"Polka 1994","Polka, L., & Werker, J. F. (1994). Developmental changes in perception of nonnative vowel contrasts. Journal of experimental psychology: Human perception and performance, 20(2), 421-435. ","Polka & Werker (1994)  ","yes","Sho Tsuji",2,NA,59,"eye-tracking","habituation","central fixation","looking_time","within_two","English","typical",NA,NA,12,NA,198.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.84,NA,3.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observer agreement, criterion, fussiness, eq error","nonnative","dÊt-dÊt_","dUt-dYt_","German",1,2,0,0,0,0,0,"comments_F: rangeover 6 tokens,  for F2 only; F1/F2/F3.1: F2  1099-1353; F1/F2/F3.2: F2 1566-1658; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: NA; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 69; differ.in: ",NA,1226,NA,1612,NA,NA,90.75,90.75,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:50;proportion.same.change:0.5;max.trial.duration:NA;nb.tokens.trial:6;visual.stim:black-white static checkerboard;size.in:13;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:last.hab&change;CF.ntest:4;CF.testDetails:4: two switch, two same in that order;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","graph with means for CHT + VH part CF.recovery, but no error bars","no",0.776,NA,NA,NA,NA,NA,NA,"Phonemic discrimination (non-native)","inphondb-nonnative",198.52,12
"Bosch2003","Bosch, L., & Sebastian-Galles, N. (2003). Simultaneous Bilingualism and the Perception of a Language-Specific Vowel Contrast in the First Year of Life. Language and Speech 46(2-3), 217-243.","Bosch & Sebastian-Galles (2003)","yes","Sho Tsuji",1,NA,76,"eye-tracking","familiarization","head-turn preference procedure","looking_time","within_two","Spanish","typical",NA,NA,12,NA,140,NA,NA,NA,3.043,4.679,6.376,2.616,NA,NA,NA,0.776,NA,38,NA,3,NA,NA,NA,NA,NA,NA,NA,2,0,"crying, fussiness, failure to reach familiarization criterion, parental interference","nonnative","dÎµÃ°i -deÃ°i_","dEDi -deDi_","AEnglish",1,0,0,0,0,1,0,"comments_F: F1 & F2 taken from 150-200 ms central section of vowel; F1/F2/F3.1: 675/2525; F1/F2/F3.2: 442/2715; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: first syllable stressed. 18 tokens from 5 female talkers. ; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",675,2525,442,2715,761.9,792.8,NA,NA,NA,NA,NA,NA,0,NA,NA,"fam.length:120;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:6;visual.stim:image on screen;size.in:NA;dist.from.child.in:29.5;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:4,same-switch-same-switch, order counterbalanced;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: 0.833333333333333; partial.eta.squared: NA; d: NA","no",";","no",0.776,NA,NA,0.544146364810388,0.042860444971612,0.506182664939895,0.262529904474949,"Phonemic discrimination (non-native)","inphondb-nonnative",140,12
"Bosch2003","Bosch, L., & Sebastian-Galles, N. (2003). Simultaneous Bilingualism and the Perception of a Language-Specific Vowel Contrast in the First Year of Life. Language and Speech 46(2-3), 217-243.","Bosch & Sebastian-Galles (2003)","yes","Sho Tsuji",2,NA,79,"eye-tracking","familiarization","head-turn preference procedure","looking_time","within_two","Spanish","typical",NA,NA,12,NA,245,NA,NA,NA,-1.388,7.082,6.057,1.02,NA,NA,NA,0.754,NA,27,NA,3,NA,NA,NA,NA,NA,NA,NA,1.333333333,0,"crying, fussiness, failure to reach familiarization criterion, parental interference, eq error","nonnative","dÎµÃ°i -deÃ°i_","dEDi -deDi_","AEnglish",1,0,0,0,0,1,0,"comments_F: F1 & F2 taken from 150-200 ms central section of vowel; F1/F2/F3.1: 675/2525; F1/F2/F3.2: 442/2715; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: first syllable stressed. 18 tokens from 5 female talkers. ; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",675,2525,442,2715,761.9,792.8,NA,NA,NA,NA,NA,NA,0,NA,NA,"fam.length:120;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:6;visual.stim:image on screen;size.in:NA;dist.from.child.in:29.5;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:4,same-switch-same-switch, order counterbalanced;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: 0.333333333333333; partial.eta.squared: NA; d: NA","no",";","no",0.754,NA,NA,-0.210639406798638,0.0419095636737779,-0.195943634231291,-0.104740402567552,"Phonemic discrimination (non-native)","inphondb-nonnative",245,12
"Tsao2004","Tsao, F.-M., Liu, H.-M., & Kuhl, P. K. (2004). Speech perception in infancy predicts language development in the second year of life: A longitudinal study. Child Development, 75(4), 1067â1084. Retrieved from http://cat.inist.fr/?aModele=afficheN&cpsidt=16017499","Tsao Liu, & Kuhl (2004)","yes","Alex Cristia",1,NA,82,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","English","typical",NA,NA,28,NA,180.0864,NA,73.61,50,NA,10.98,NA,NA,NA,NA,NA,NA,NA,18.252,NA,6,NA,NA,NA,NA,NA,NA,NA,0,6,"criterion","nonnative","u-y","u:-y:","not_looked_up",0,2,0,0,0,0,0,"comments_F: single tokens, synthesized; probably more info in Kuhl et al. 1992; F1/F2/F3.1: 289/630; F1/F2/F3.2: 255/1947; min.f0: 120; average.f0: 120; max.f0: 120; range.f0: 0; pitch.contour: flat; other: pitch etc. found in Cardillo 2009; voice: NA; IDS: no; naturalness: synthetic; ISI: 1729; SOA: 2000; ambient.noise: NA; snr: 68; differ.in: ",289,630,255,1947,271,271,271,271,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:5000;nb.tokens.trial:1;visual.stim:human.distraction;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:5000;CHT.criterion:3 consecutive;CHT.criterionByChance:0.125;CHT.maximum.trials:30;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";range also given","no",0.59,NA,NA,2.15027322404372,0.118279909607846,2.08998518972473,0.732229898489545,"Phonemic discrimination (non-native)","inphondb-nonnative",180.0864,28
