"unique_ID","long_cite","short_cite","same_infant","UniqueIndex","coder","DOI","Title","JnlYear","expt_num","expt_condition","publication_status","peer_reviewed","native_lang","test_lang","Lab","infant_type","min_age","mean_age_1","mean_age_2","max_age","age_range_1","gender_1","n_1","n_2","group_name_1","group_name_2","n_excluded","fussers","non_criterion","criterion","exclusionCriteria","mean_age_months","multiple_age_groups","multiple_age_groups_younger_older","words","datasubset","WdMisAlignMajorStress","Linguistic","number_syllables","passages","edge_alignment","edge_alignment_simple","familiarization_voice","familiarization_register","familiarization_affect","max_trial_duration_fam","test_voice","test_register","age_group_for_index","indexical","max_trial_duration_test","num_test_trials","words_to_passage","familiarization_criterion","method","exposure_phase","response_mode","dependent_measure","participant_design","predicted_outcome","OtherNotes","x_1","SD_1","x_2","SD_2","corr","t","F","d","d_var","p_val_reported","proportion_familiarity_preference","corr_imputed","r","SD_dif","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","log_odds_calc","log_odds_var_calc","dataset","short_name","mean_age","n"
"Johnsonetal2003","Johnson, E.K., Jusczyk, P.W., Cutler, A., & Norris, D. (2003). Lexical viability constraints on speech segmentation by infants. Cognitive Psychology, 46(1), 65-97. DOI: 10.1016/S0010-0285(02)00507-8","Johnson, Jusczyk, Cutler, & Norris (2003)","Lexical1",3,"Christina","10.1016/S0010-0285(02)00507-8","Lexical viability constraints on speech segmentation by infants",2003,1,"1_non-viable","peer-reviewed","yes","American English","native","Jusczyk","typical",350,364,NA,387,37,0.5625,32,NA,"1_non-viable",NA,2.5,0,0.5,3,"crying parental interference not meeting criterion of listening at least 3s during test",12,0,0,"{lop rush}{rack win}","Content Words",0,"embedded",1,"impossible containers for target words",NA,NA,"female","IDS",NA,16.62,"same","IDS",NA,"not.manipulated",16.05,12,NA,30,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","exploratory","estimated t<1 with t = 0.5",NA,NA,NA,NA,NA,0.5,NA,NA,NA,0.5,"0.5",0.56,NA,NA,0.082915619758885,0.02759453125,0.0808427292649129,0.0262320512695312,0.0414222279348639,0.00686318366326467,0.150392298403752,0.0907823690236659,"Word segmentation","inworddb",364,32
"Johnsonetal2003","Johnson, E.K., Jusczyk, P.W., Cutler, A., & Norris, D. (2003). Lexical viability constraints on speech segmentation by infants. Cognitive Psychology, 46(1), 65-97. DOI: 10.1016/S0010-0285(02)00507-8","Johnson, Jusczyk, Cutler, & Norris (2003)","Lexical1",3,"Christina","10.1016/S0010-0285(02)00507-8","Lexical viability constraints on speech segmentation by infants",2003,1,"1_viable","peer-reviewed","yes","American English","native","Jusczyk","typical",350,364,NA,387,37,0.5625,32,NA,"1_viable",NA,2.5,0,0.5,3,"crying parental interference not meeting criterion of listening at least 3s during test",12,0,0,"{lop rush}{rack win}","Content Words",0,"embedded",1,"possible containers for target words",NA,NA,"female","IDS",NA,16.62,"same","IDS",NA,"not.manipulated",21.35,12,NA,30,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","exploratory","",NA,NA,NA,NA,NA,3.11,NA,NA,NA,0.009,"0.8125",0.619,NA,NA,0.479913410158541,0.0265547103673828,0.467915574904577,0.0252435715429933,0.233333145316131,0.00561232549245499,0.870466638233037,0.0873614954371915,"Word segmentation","inworddb",364,32
"Johnsonetal2003","Johnson, E.K., Jusczyk, P.W., Cutler, A., & Norris, D. (2003). Lexical viability constraints on speech segmentation by infants. Cognitive Psychology, 46(1), 65-97. DOI: 10.1016/S0010-0285(02)00507-8","Johnson, Jusczyk, Cutler, & Norris (2003)","Lexical2",3,"Christina","10.1016/S0010-0285(02)00507-8","Lexical viability constraints on speech segmentation by infants",2003,2,"2_viable","peer-reviewed","yes","American English","native","Jusczyk","typical",351,365,NA,380,29,0.625,32,NA,"2_viable",NA,4.5,0,1,3,"crying parental interference not meeting criterion of listening at least 3s during test",12,0,0,"{dull fill}{moss tan}","Content Words",0,"embedded",1,"possible containers for target words",NA,NA,"female","IDS",NA,16.46,"same","IDS",NA,"not.manipulated",21.33,12,NA,30,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","significant","estimated t<1 with t = 0.5",NA,NA,NA,NA,NA,0.5,NA,NA,NA,0.5,"0.5",0.83,NA,NA,0.0515388203202208,0.010639111328125,0.0502503498122152,0.0101138052062988,0.0257608581696996,0.0026544860855375,0.093481079530198,0.0350012733292474,"Word segmentation","inworddb",365,32
"Johnsonetal2003","Johnson, E.K., Jusczyk, P.W., Cutler, A., & Norris, D. (2003). Lexical viability constraints on speech segmentation by infants. Cognitive Psychology, 46(1), 65-97. DOI: 10.1016/S0010-0285(02)00507-8","Johnson, Jusczyk, Cutler, & Norris (2003)","Lexical2",3,"Christina","10.1016/S0010-0285(02)00507-8","Lexical viability constraints on speech segmentation by infants",2003,2,"2_non-viable","peer-reviewed","yes","American English","native","Jusczyk","typical",351,365,NA,380,29,0.625,32,NA,"2_non-viable",NA,4.5,0,1,3,"crying parental interference not meeting criterion of listening at least 3s during test",12,0,0,"{dull fill}{moss tan}","Content Words",0,"embedded",1,"impossible containers for target words",NA,NA,"female","IDS",NA,16.46,"same","IDS",NA,"not.manipulated",15.92,12,NA,30,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","nonsignificant","",NA,NA,NA,NA,NA,2.36,NA,NA,NA,0.04,"0.75",0.414,NA,NA,0.451648757332509,0.0403605046125,0.440357538399197,0.0383677046972578,0.220277509752724,0.00869145730004921,0.81920022890688,0.132780737984572,"Word segmentation","inworddb",365,32
"Johnsonetal2003","Johnson, E.K., Jusczyk, P.W., Cutler, A., & Norris, D. (2003). Lexical viability constraints on speech segmentation by infants. Cognitive Psychology, 46(1), 65-97. DOI: 10.1016/S0010-0285(02)00507-8","Johnson, Jusczyk, Cutler, & Norris (2003)","Lexical3",3,"Christina","10.1016/S0010-0285(02)00507-8","Lexical viability constraints on speech segmentation by infants",2003,3,"3_impossible","peer-reviewed","yes","American English","native","Jusczyk","typical",353,366,NA,383,30,0.5,40,NA,"3_impossible",NA,1.5,0,0.5,3,"crying not meeting criterion of listening at least 3s during test",12,0,0,"{lay rise}{low rest}","Content Words",0,"embedded",1,"That slow turtle claims to have beaten the speedy hare in a race. Mr. Matt Plo did not take the news of his defeat very well. The unexpected blow to his ego was a real shock to him. I put the star shaped sticker on the ceiling and watched it glow. The shy winner quailed at the huge flow of racing enthusiasts. The proud young robin puffed out its vivid scarlet breast and sang. Our uniforms were taken to the dry cleanerÃ¢â¬â¢s to be cleaned and pressed. The little bird with the odd crest really drew our attention. We had dressed warmly for our weekend hiking trip in the mountains. Our guide had stressed the importance of bringing plenty of water. At harvest time we worked alongside the farmers that flay the wheat. I think we all felt that the first play we saw was simply riveting. Afterwards we made all sorts of silly creatures with the bright clay. Her hair would splay across her shoulders whenever she brushed it. A white sleigh carried the exuberant actors off of the stage. Some fresh hot fries would taste wonderful with a chocolate milkshake. I found a wonderful prize in my box of caramel popcorn. Sun dries our laundry as quickly as any machine can do it. Our most recent announcements were met with happy shouts and cries. Every parent tries to teach their children good eating habits.",0,0,"female","IDS",NA,16.22,"same","IDS",NA,"not.manipulated",22.45,12,"yes",30,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","nonsignificant","estimated t<1 with t = 0.5",NA,NA,NA,NA,NA,0.5,NA,NA,NA,0.5,"0.3",0.8,NA,NA,0.05,0.0100125,0.0490131578947368,0.00962117003549169,0.0249921911602031,0.0024984375012188,0.0906899682117109,0.0329398046886357,"Word segmentation","inworddb",366,40
"Johnsonetal2003","Johnson, E.K., Jusczyk, P.W., Cutler, A., & Norris, D. (2003). Lexical viability constraints on speech segmentation by infants. Cognitive Psychology, 46(1), 65-97. DOI: 10.1016/S0010-0285(02)00507-8","Johnson, Jusczyk, Cutler, & Norris (2003)","Lexical3",3,"Christina","10.1016/S0010-0285(02)00507-8","Lexical viability constraints on speech segmentation by infants",2003,3,"3_possible","peer-reviewed","yes","American English","native","Jusczyk","typical",353,366,NA,383,30,0.5,40,NA,"3_possible",NA,1.5,0,0.5,3,"crying not meeting criterion of listening at least 3s during test",12,0,0,"{lay rise}{low rest}","Content Words",0,"embedded",1,"My boss granted me the furlough I spent in the Great Lakes Region. In Buffalo there is a gigantic grocery store called WegmanÃ¢â¬â¢s. I say hello to the friendly stock boy every time I go there. Its often below zero degrees up there near Canada. The tall willow I like parking under shelters my car from the snow. The warm breeze caressed us as we neared the summit that afternoon. We progressed on schedule until we saw the wild billy goats. Our presence caused some unrest when the herd leader spotted us watching. The new bulb I put in our aquarium hood fluoresced brightly. Now I am saving my nickels and dimes to vacation in Bucharest. They should relay the message to our parents in the countryside. During the winter we go to our private chalet to relax. We were expecting the delay to put us a bit behind schedule. I will mislay the directions if I am not terribly careful. The skilled dentist carefully repaired the milkmanÃ¢â¬â¢s gold inlay. A surprise awaited us once we reached the top of the steep hill. We had to be up by sunrise in order to hear the birds sing. Problems arise when I try to read a compass before breakfast. I was overwhelmed by the detailed map I had to memorize. They will authorize another hiking adventure next summer.",0,0,"female","IDS",NA,16.22,"same","IDS",NA,"not.manipulated",22.33,12,"yes",30,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","significant","",NA,NA,NA,NA,NA,3.12,NA,NA,NA,0.009,"0.9",0.852,NA,NA,0.26839254833173,0.007666527872,0.263095326983077,0.00736688821356787,0.13300400734701,0.00181670468326972,0.486810233529293,0.0252218657421885,"Word segmentation","inworddb",366,40
"Johnsonetal2003","Johnson, E.K., Jusczyk, P.W., Cutler, A., & Norris, D. (2003). Lexical viability constraints on speech segmentation by infants. Cognitive Psychology, 46(1), 65-97. DOI: 10.1016/S0010-0285(02)00507-8","Johnson, Jusczyk, Cutler, & Norris (2003)","Lexical4",3,"Christina","10.1016/S0010-0285(02)00507-8","Lexical viability constraints on speech segmentation by infants",2003,4,"4_impossible","peer-reviewed","yes","American English","native","Jusczyk","typical",355,369,NA,381,26,0.55,40,NA,"4_impossible",NA,2.5,0,0.5,3,"crying parental interference not meeting criterion of listening at least 3s during test",12,0,0,"{well may}{win rye}","Content Words",0,"embedded",1,"We wonÃ¢â¬â¢t welt in the sun because they made a lemonade stand. The folks who donated money for the swings have great wealth. They always bring their cute Welsh Terriers when they visit us. The construction workers must weld together the metal frame. A boy playing in the sand found the remains of a white whelk. The cold wind caused icicles to form along the rooftop edge. Every time we reached the top of the big green hill I would wince. The first team to reach the summit and get the puzzle assembled wins a prize. We dragged a heavy toolbox and winch through the obstacle course. Whoever lost would not cry and whinge much because it was fun. Our inherent right to travel in space is often denied. I envy the astronauts that ride to the big yellow moon. I have heard that it is made of cheese and somewhat rife with holes. If the entire place is made of food it must smell quite ripe. Their space shuttles will go over that rise in the distance. The old mate living on the ship never recycles his cans. The weekend maid told me that she was a bit surprised by this. It would make her wonder if the old man cared about the sea. Next time I get a chance I will have to send mail to her. She seems happiest when riding her horse with the tattered mane.",0,0,"female","IDS",NA,15.94,"same","IDS",NA,"not.manipulated",20.03,12,"yes",30,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","nonsignificant","estimated t<1 with t = 0.5",NA,NA,NA,NA,NA,0.5,NA,NA,NA,0.5,"0.45",0.56,NA,NA,0.0741619848709566,0.0220605,0.0726982614853456,0.0211982843014197,0.0370555255129356,0.00549243752849765,0.134514961009289,0.0725761359634106,"Word segmentation","inworddb",369,40
"Johnsonetal2003","Johnson, E.K., Jusczyk, P.W., Cutler, A., & Norris, D. (2003). Lexical viability constraints on speech segmentation by infants. Cognitive Psychology, 46(1), 65-97. DOI: 10.1016/S0010-0285(02)00507-8","Johnson, Jusczyk, Cutler, & Norris (2003)","Lexical4",3,"Christina","10.1016/S0010-0285(02)00507-8","Lexical viability constraints on speech segmentation by infants",2003,4,"4_possible","peer-reviewed","yes","American English","native","Jusczyk","typical",355,369,NA,381,26,0.55,40,NA,"4_possible",NA,2.5,0,0.5,3,"crying parental interference not meeting criterion of listening at least 3s during test",12,0,0,"{well may}{win rye}","Content Words",0,"embedded",1,"That welder is putting together our brand new monkey bars. A short Welsher fellow raised the money for the new playground. My teacher said he is quite wealthy but usually cheap. The mayorÃ¢â¬â¢s attendance at the ground breaking will cause a great welter. My best friend will arrive early because she must welcome him. The last time we visited Windsor it was rather chilly out. Even though the weather was nippy we all avoided whingeing. A bald winsome fellow was jogging in shorts and a t-shirt. Travelling in the fall and winter is easiest for us. We watched the parade from that incredibly grand window. If you look towards the stage you can see the pilot rising now. He was such a great writer even before he learned to fly planes. I guess when a man practices so much his skills must ripen. In a small jet the unfortunate rider has little space. The bright rifle case he had was just a toy made out of plastic. The card mailer wrote to let us know it would rain cats and dogs. So the highly anticipated maiden voyage was postponed. The party we have planned will surely lead to shipyard mania. The crew chief encouraged making this celebration a big deal. The bird mated and raised its chicks in a nest below the bridge.",31.66666667,0,"female","IDS",NA,15.94,"same","IDS",NA,"not.manipulated",19.8,12,"yes",30,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","significant","",NA,NA,NA,NA,NA,4.48,NA,NA,NA,9e-04,"0.75",0.887,NA,NA,0.336745838875553,0.005970348672,0.330099539424062,0.00573700272104709,0.166035855531702,0.00137251644243328,0.610789388460997,0.0196416598430697,"Word segmentation","inworddb",369,40
"JohnsonSeidlTyler2014","Johnson, E. K., Seidl, A., & Tyler, M. D. (2014). The edge factor in early word segmentation: utterance-level prosody enables word form extraction by 6-month-olds. PloS one, 9(1), e83546.","Johnson, Seidl, & Tyler (2014)","",1021,"Christina","10.1371/journal.pone.0083546","The Edge Factor in Early Word Segmentation: Utterance-Level Prosody Enables Word Form Extraction by 6-Month-Olds",2014,1,"1_medial","peer-reviewed","yes","Canadian English","native","Johnson","typical",175,183,NA,198,23,0.4285714286,28,NA,"1_medial",NA,11.5,0,0,NA,"crying (17), falling asleep (1), average mean looking time differences greater than 2.5 standard deviations from the mean (2), and parental interference (3)",6,0,NA,"geff deeb cash pig","Content Words",0,"match",1,"Geff runs the big circus in Toronto. Geff wants to juggle out there all day long. Geff has a great time making sugar snaps. Geff would love to learn to bake lasagna. Geff could do a great job fixing our school. Geff hires clowns to drive a tiny car around. At the circus I like low geff. It is such bad luck to have a rough geff. We'll have to tell her that we know geff. The lion tamer knows how to ensure geff. The elephants always want to thank geff. The clowns start dancing when they say geff.  I like how geff runs the circus. I wonder if geff wants to juggle too. We know geff has a great time. We're sure geff would love to learn. I think geff could do a great job. They say geff hires clowns all year.",0,0,"female Eng IDS","IDS",NA,25,"same female","IDS",NA,"not.manipulated",20,12,"no",25,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","nonsignificant","",8.3,2.8,8.3,3.3,NA,0.04,NA,NA,NA,0.97,"0.6071428571",0.71,NA,NA,0,0.0207142857142857,0,0.0195364671386306,0,0.00517857142857143,0,0.0681472684837122,"Word segmentation","inworddb",183,28
"JohnsonSeidlTyler2014","Johnson, E. K., Seidl, A., & Tyler, M. D. (2014). The edge factor in early word segmentation: utterance-level prosody enables word form extraction by 6-month-olds. PloS one, 9(1), e83546.","Johnson, Seidl, & Tyler (2014)","",1021,"Christina","10.1371/journal.pone.0083546","The Edge Factor in Early Word Segmentation: Utterance-Level Prosody Enables Word Form Extraction by 6-Month-Olds",2014,1,"1_edge","peer-reviewed","yes","Canadian English","native","Johnson","typical",164,181,NA,197,33,0.4642857143,28,NA,"1_edge",NA,11.5,0,0,NA,"crying (17), falling asleep (1), average mean looking time differences greater than 2.5 standard deviations from the mean (2), and parental interference (3)",6,0,NA,"geff deeb cash pig","Content Words",0,"match",1,"Geff runs the big circus in Toronto. Geff wants to juggle out there all day long. Geff has a great time making sugar snaps. Geff would love to learn to bake lasagna. Geff could do a great job fixing our school. Geff hires clowns to drive a tiny car around. At the circus I like low geff. It is such bad luck to have a rough geff. We'll have to tell her that we know geff. The lion tamer knows how to ensure geff. The elephants always want to thank geff. The clowns start dancing when they say geff.  I like how geff runs the circus. I wonder if geff wants to juggle too. We know geff has a great time. We're sure geff would love to learn. I think geff could do a great job. They say geff hires clowns all year.",100,1,"female Eng IDS","IDS",NA,25,"same female","IDS",NA,"not.manipulated",20,12,"no",25,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","significant","",6.2,2.2,7.6,2.5,NA,3.4,NA,NA,NA,0.002,"0.3214285714",0.83,NA,NA,-0.59453477276982,0.0142889346901971,-0.577384731247614,0.0134764629044657,-0.284943925354657,0.00277084790841547,-1.07836679286503,0.0470087109017492,"Word segmentation","inworddb",181,28
"JusczykAslin1995","Jusczyk, P.W. & Aslin, R.N. (1995). Infantsâ² detection of the sound patterns of words in fluent speech. Cognitive Psychology, 29(1), 1-23. DOI: 10.1006/cogp.1995.1010","Jusczyk & Aslin (1995)","",5,"Christina","10.1006/cogp.1995.1010","Infant's Detection of the Sound Patterns of Words in Fluent Speech",1995,1,"1","peer-reviewed","yes","American English","native","Jusczyk","typical",217,230,NA,245,28,0.5416666667,24,NA,"1",NA,8,4,1,3,"crying interference failing to look for an average of 3 s to each side exp err",7.5,1,2,"{cup dog}{bike feet}","Content Words",0,"match",1,"His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.",63.33333333,0.3333333333,"female","IDS",NA,26.53,"same","IDS",NA,"not.manipulated",19.72,16,"yes",30,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","exploratory","",8.29,2.09,7.04,2.63,NA,2.42,NA,NA,NA,0.036,"0.7916666667",0.728,NA,NA,0.526228334967643,0.0258050509525919,0.5082887326392,0.024075606034669,0.25445374995682,0.00527755128450821,0.954472619406341,0.0848952148173455,"Word segmentation","inworddb",230,24
"JusczykAslin1995","Jusczyk, P.W. & Aslin, R.N. (1995). Infantsâ² detection of the sound patterns of words in fluent speech. Cognitive Psychology, 29(1), 1-23. DOI: 10.1006/cogp.1995.1010","Jusczyk & Aslin (1995)","",5,"Christina","10.1006/cogp.1995.1010","Infant's Detection of the Sound Patterns of Words in Fluent Speech",1995,2,"2","peer-reviewed","yes","American English","native","Jusczyk","typical",160,175,NA,191,31,0.4166666667,24,NA,"2",NA,10,6,2,3,"crying interference failing to look for an average of 3 s to each side exp err",6,1,1,"{cup dog}{bike feet}","Content Words",0,"match",1,"His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.",63.33333333,0.3333333333,"female","IDS",NA,26.53,"same","IDS",NA,"not.manipulated",19.72,16,"yes",30,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","exploratory","",8.45,3.54,7.97,3.03,NA,1.13,NA,NA,NA,0.269,"0.5416666667",0.756,NA,NA,0.145680465153915,0.0205490984455959,0.140714085660032,0.0191719055099987,0.0726477639326914,0.00505636419282101,0.264235135077517,0.0676038241523571,"Word segmentation","inworddb",175,24
"JusczykAslin1995","Jusczyk, P.W. & Aslin, R.N. (1995). Infantsâ² detection of the sound patterns of words in fluent speech. Cognitive Psychology, 29(1), 1-23. DOI: 10.1006/cogp.1995.1010","Jusczyk & Aslin (1995)","",5,"Christina","10.1006/cogp.1995.1010","Infant's Detection of the Sound Patterns of Words in Fluent Speech",1995,3,"3","peer-reviewed","yes","American English","native","Jusczyk","typical",210,225,NA,242,32,0.5416666667,24,NA,"3",NA,10,5,3,3,"crying interference failing to look for an average of 3 s to each side exp err",7.5,0,0,"{tup zeet} {gike bawg}","Content Words",0,"mispronounciation",1,"His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.",63.33333333,0.3333333333,"female","IDS",NA,26.53,"same","IDS",NA,"not.manipulated",19.72,16,"yes",30,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","exploratory","",6.93,2.48,6.51,2.61,NA,1.04,NA,NA,NA,0.309,"0.4583333333",0.596,NA,NA,0.16497567103884,0.034124819029251,0.159351500435243,0.031837786348959,0.0822086259325764,0.00835940283508487,0.299232767244361,0.112266154692491,"Word segmentation","inworddb",225,24
"JusczykAslin1995","Jusczyk, P.W. & Aslin, R.N. (1995). Infantsâ² detection of the sound patterns of words in fluent speech. Cognitive Psychology, 29(1), 1-23. DOI: 10.1006/cogp.1995.1010","Jusczyk & Aslin (1995)","",5,"Christina","10.1006/cogp.1995.1010","Infant's Detection of the Sound Patterns of Words in Fluent Speech",1995,4,"4","peer-reviewed","yes","American English","native","Jusczyk","typical",221,236,NA,249,28,0.4166666667,24,NA,"4",NA,4,2,1,3,"crying failing to look for an average of 3 s to each side exp err",7.5,0,0,"{cup dog}{bike feet}","Content Words",0,"match",1,"His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.",63.33333333,0.3333333333,"female","IDS",NA,19.72,"same","IDS",NA,"not.manipulated",26.53,12,"no",45,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","exploratory","",10.43,3.87,8.32,3.7,NA,3.48,NA,NA,NA,0.002,"0.75",0.39,NA,NA,0.557323155533102,0.0587279812838733,0.538323502503565,0.0547920538192129,0.26843415065784,0.011731380772587,1.01087238517895,0.193207314182136,"Word segmentation","inworddb",236,24
"JusczykHohneBauman1999","Jusczyk, P. W., Hohne, E. A., & Bauman, A. (1999). Infantsâ sensitivity to allophonic cues for word segmentation. Perception & psychophysics, 61(8), 1465-1476.","Jusczyk, Hohne, & Baumann (1999)","",794,"Amanda","10.3758/BF03213111","Infants' sensitivity to allophonic cues for word segmentation",1999,1,"1","peer-reviewed","yes","American English","native","Jusczyk","typical",258,272,NA,286,28,0.4583333333,24,NA,"1",NA,10,5,1,3,"crying unresponsiveness to lights LTs less than 3 sec",9,1,1,"night rates doctor nitrates hamlet","Content Words",0,"reparse",2,"Nitrates are not something that everyone needs. My teacher told us all about nitrates. Farmers use nitrates to help grow their crops. Nitrates are used to preserve food. This storeroom has many different kinds of nitrates. There were boxes of nitrates on all of the shelves. Your hamlet lies just over the hill. Far away from here near the sea is an old hamlet. People from the hamlet like to fish. Another hamlet is in the country. People from that hamlet really like to farm. They grow so much that theirs is a very big hamlet.  Night Rates can help us to save some money. Businesses try to use night rates to send their packages. Even the airlines have cheaper night rates. The man wrote out the night rates on the blackboard. Night rates at this hotel are expensive. Many people look for the best night rates.  The doctor saw you the other day. He's much younger than the old doctor. I think your doctor is very nice. He showed another doctor your picture. That doctor thought you grew a lot. He was a big doctor himself.",NA,0.4583333333,"female","IDS",NA,24,"female","IDS",NA,"not.manipulated",19,16,"yes",60,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","exploratory","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Word segmentation","inworddb",272,24
"JusczykHohneBauman1999","Jusczyk, P. W., Hohne, E. A., & Bauman, A. (1999). Infantsâ sensitivity to allophonic cues for word segmentation. Perception & psychophysics, 61(8), 1465-1476.","Jusczyk, Hohne, & Baumann (1999)","",794,"Amanda","10.3758/BF03213111","Infants' sensitivity to allophonic cues for word segmentation",1999,2,"2","peer-reviewed","yes","American English","native","Jusczyk","typical",255,276,NA,301,46,0.5,24,NA,"2",NA,5,2,1,3,"crying LTs less than 3 s parental interference",9,0,0,"night dock","Content Words",0,"embedded",1,"The dock by the lake has sailboats. Motor boats stay at the old dock. That dock gets very busy. Fishing from the dock looks like fun. People at your dock like to swim too. A family brought their boat to the new dock. ",NA,0.3333333333,"female","IDS",NA,20,"female","IDS",NA,"not.manipulated",19,16,"yes",60,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","significant","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Word segmentation","inworddb",276,24
"JusczykHohneBauman1999","Jusczyk, P. W., Hohne, E. A., & Bauman, A. (1999). Infantsâ sensitivity to allophonic cues for word segmentation. Perception & psychophysics, 61(8), 1465-1476.","Jusczyk, Hohne, & Baumann (1999)","",794,"Amanda","10.3758/BF03213111","Infants' sensitivity to allophonic cues for word segmentation",1999,3,"3","peer-reviewed","yes","American English","native","Jusczyk","typical",265,282,NA,301,36,0.4583333333,24,NA,"3",NA,7,2,3,3,"crying failure to look at lights non-criterion",9,0,0,"night dock","Content Words",0,"embedded",1,"Many interesting things happen during night time. Night schools teach people about computers. Teams play night games at baseball fields. Night lights help the players to see. Some ofus even put special clothes on like night caps. My friend wears a different night gown every day.",NA,0.3333333333,"female","IDS",NA,20,"female","IDS",NA,"not.manipulated",19,16,"yes",60,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","exploratory","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Word segmentation","inworddb",282,24
